Source,Company,job_role,description,Link,Location,Job_id,Job Type,Date Posted,How to apply,
Github Jobs,Merit America,Entry-Level Software Developer,"Have you tried independently learning how to code but need some formal training? Do you want a better career but lack qualifications? Do you think about going back to school, but worry about the time and cost, or whether you'll learn anything that actually helps you advance? Are you being overlooked because you don't have a Bachelor's degree?
Merit America provides a pathway to skilled technology careers with tracks that are fast, flexible, and focused on what employers need most. While working with Merit America, you will gain in-demand programming skills while preparing to connect with employers and advance your career. We are currently recruiting hardworking individuals to apply for our next cohort in DFW launching in August/September 2020.
We encourage you to read this overview in its entirety and to learn more at meritamerica.org before applying. Commit to learning and Merit America will help you take your career to the next level.
RESPONSIBILITIES AND DUTIES:
This program is designed to get you ready for an entry-level Junior Java Developer role with opportunities for ongoing career advancement.
The time commitment is 25+ hours per week for 21 weeks. This includes 20 hours per week of online skill development (on your own schedule), and 3-5 hours per week of in-person meet-ups with your coach and a small group of peers (weeknight, weekday, and weekend options available).
Participation in coaching sessions that include both technical (Java and related concepts) and professional (resume and cover letter development, etc.) learning to make you competitive for entry-level developer roles.
You can learn more about the different components of the program at https://www.meritamerica.org/career-seekers.
SKILLS AND ABILITIES:
Strong self-motivation and “grit”: You are ready to commit to building a better future for yourself and your loved ones through a tech career and you rarely give up when faced with challenges.
Team player: You easily work with all types of people and you're the person teammates call on to help fix problems; you love a good challenge and communicate clearly.
Excellent time management: You are great at balancing and meeting your personal and professional commitments, even when it seems like there’s not enough time in the day to get everything done.
Passion for learning: You pride yourself on learning new things and taking control of your education through self-directed learning and ongoing professional development.
EDUCATION AND WORK EXPERIENCE:
Familiarity or prior experience with coding, any language, is strongly recommended but not required.
Professional work experience with colleagues and/or managers who would strongly recommend working with you.
High school diploma or GED, but no Bachelor’s degree or higher. While those with Associate’s degrees are welcome to apply, those with a Bachelor’s degree or higher, or who are currently enrolled in a Bachelor’s degree program, are not eligible.
Fluent English speaker, reader, and writer.
Authorized to work in the U.S. and able to pass a background and reference check.
Live within ~40 miles of downtown Dallas, with access to public transportation and/or a car for any meet-ups in DFW.
Savvy using modern technology with consistent internet access through your personal devices
WHAT THE INTERVIEW PROCESS WILL LOOK LIKE:
Phase 1: Online Assessment
Phase 2: Video Interview
Phase 3: Background Check
Total Application Timeline: Depending on how quickly you complete each step in the process, you can receive a decision within a week!
One last thing: Diversity is integral to our success and we are proud to be an equal opportunity employer. We believe that all workplaces should be truly inclusive of underrepresented individuals in terms of race, gender and/or socio-economic status, and any other characteristics protected by applicable law. We strongly encourage individuals from underrepresented groups to apply.
",https://jobs.github.com/positions/73535df3-4a05-4c0b-b16e-3deca4dedfd6,Dallas Fort-Worth ,73535df3-4a05-4c0b-b16e-3deca4dedfd6,Full Time,Wed May 20 20:50:21 UTC 2020,"https://www.meritamerica.org/career-seekers/java-development
",
Github Jobs,European XFEL GmbH,Web Software Developer supporting Data Science (f/m/d),"Join our team
European XFEL is an international non-profit company located in the Hamburg area in Germany. It operates a 3.4 km long X-ray laser, which produces X-rays of unique quality for studies in physics, chemistry, the life sciences, materials research and other disciplines. The diverse scientific facilities at European XFEL enable scientists from across the globe to carry out a wide range of
experimental techniques. Early user operation started in September 2017. In the context of the PaNOSC (Photon and Neutron Open Science Cloud) project which is funded by the European Union’s Horizon 2020 research and innovation programme (grant agreement number 823852) we are looking for a
Web Software Developer supporting Data Science (f/m/d)
The Position

design and development of new and existing web applications required for supporting European
XFEL in the context of the PaNOSC project
integration of new data reduction strategies into the existing operational services (catalogue, web
services, data transfer)
participation in testing, maintenance, documentation, and support of the products developed and
later upgrades
preparation of documentation related to the projects deliverables

Requirements

bachelor in information systems or related field, or equivalent experience
ideally, you have minimum 2 years of experience with Ruby on Rails or other web frameworks
experience in management of large scientific datasets is an asset
a strong background and knowledge of RESTful, CSS, and MySQL
knowledge of PHP, Python or Javascript would be an advantage
good knowledge of Linux
very good communication skills in English

Our offer
Become part of a vibrant international and multicultural team of scientists, engineers, technical, and administrative staff. Be involved in cutting edge scientific and technical progress, participate in our international networks, and shape your life upon trust-based flexible working times and telecommuting options. Experience our atmosphere of tolerance and respect.
Salary and benefits are similar to those of public service organizations in Germany. In addition, European XFEL provides a noncontributory company pension scheme, broad relocation benefits, a subsidized job-ticket for the local public transportation system, as well as our brand-new company restaurant BeamStop. The European XFEL GmbH employs a diverse, broadly international staff. Non-German candidates hired from abroad receive an international allowance.
Reference number: E-247
Duration: This appointment is limited to 3 years.
",https://jobs.github.com/positions/d5d67971-b693-45d6-81da-be1d446ee4c1,Schenefeld,d5d67971-b693-45d6-81da-be1d446ee4c1,Full Time,Wed May 20 13:34:49 UTC 2020,"https://122.rexx-server.com/rexx-hr/xfel/jobportal/Application/E-247-web-software-developer-supporting-data-scien/Init/1-639.html
",
Github Jobs,ZURB,Senior Engineer ,"About the position
You love web application development and you enjoy seeing businesses grow. You've been in the business for a few years now. You’ve done the whole startup thing and you're ready to find something a little more meaty. Working as one of many developers isn't appealing to you anymore and the commute to San Francisco isn't doing it for you either. You're ready to be part of a team, and you want to own the product vision. You love making great things used by people, not just creating code, but contributing and leading projects to success.
Helio has shown 20% quarter over quarter sales growth, and we need a senior engineer to shape and grow our Helio platform. Specifically we’re looking for a full stack engineer (Front-end -&gt; Ruby on Rails -&gt; Networking/AWS) who wants to own the vision. We're looking for a driven individual to push development forward, work with our active and passionate customers, and take Helio to the next level.
Who we are
We're a team of driven product designers who believe in rapid prototyping, researching on the fly and teaching people how to make better products. We've been around since 1998, creating world-class products that hundreds of millions of people actually use. We believe Design, with a capital ""D"", can change the world, and we’re making it happen. You’ll have the opportunity to build better products that solve problems and meet our customers needs.
We want to change the way people create products and services to bring behavioral data into everyday creative decisions.
What Your Day Will Look Like
Working closely with the team, you’ll spend time planning and developing on the roadmap. Some days you’ll be working on a new feature. Other days you will be deep into code, addressing architecture or fixing a tricky bug. All the while, working with the team to galvanize the momentum we’ve created with our customers.
You’ll work with our awesome team to learn Progressive Design — ZURB’s flagship design process — and how it applies to Helio. At the end of the day, you'll find that you are more than just a developer, you’re working with a world-class design organization, helping millions of people design for people and making a difference in the product community -- and that's pretty awesome.
What You Bring To The Table

5-10 years of development experience working in a startup, independent contractor, or similar environment.
Should be comfortable in the full stack (Front-end -&gt; Ruby on Rails -&gt; Networking/AWS). You’ll need a solid grasp of Ruby on Rails.
Very comfortable with SQL (We use PostgreSQL and MySQL).
Very comfortable with at least one modern front-end framework (React, VueJS, Angular). We use VueJS and AngularJS as well as Stimulus.
Should be familiar with common software design patterns (observer pattern, facade pattern) .
Should be familiar with server security updates, Ruby security patches, and support third party audits.
Familiarity with AWS (EC2/RDS/VPC/IAM/etc).
Familiarity with video encoding and prototyping tools.
Familiarity with CI/CD (Continuous Integration/Continuous Deploy), we use CircleCI.
Familiarity with generating financial reports, participant payouts and dealing with GDPR requests for removal.

Other skills we’re looking for

Natural sense of curiosity, and maintains a strong point of view. You enjoy sharing your ideas and listening to the ideas of your teammates. You write well.
Experience delivering solid products over and over again.
An enthusiasm for coaching and teaching people on our team.

A little more about us
ZURB is a close-knit product design team based in Campbell, CA. We've been around since 1998, have helped more than 500 startups design some kick-ass online products and created many of our own products, like Foundation. Our customers range from large, well-known companies (Netflix, Hulu, eBay, Samsung, Mozilla, Facebook, Columbia) to start-ups. They all came to us because of our reputation for delivering killer ideas that work.
",https://jobs.github.com/positions/a08dd286-c89e-4b6e-888f-a8959e2f662e,"Campbell, CA",a08dd286-c89e-4b6e-888f-a8959e2f662e,Full Time,Tue May 19 21:41:32 UTC 2020,"Are you ready to make the web a better place? If the answer is YES, we'd love to learn more about you. Please send us an email to jobs@zurb.com with the following:

A catchy subject line
Your top 3 skills
Your best teamwork tactic
Why you want to work at ZURB

",
Github Jobs,"Schellman & Company, LLC.",Senior Penetration Tester,"If Pen Testing is your passion, if you love to do CTFs in your spare time (the 2nd step of our interview process!), if you have your OSCP, if you dream about attending security conferences (e.g. BlackHat, ShmooCon, DefCon, etc.) or eagerly git clone the latest tools / frameworks to play with in your home lab, then you’re exactly who Schellman is looking for to join our team.   
There is no typical day for our Pen Testers.  Our clients rely on us to find a myriad of vulnerabilities across network, application, mobile, cloud, wireless and other assessments.  The benefit of being exposed to so many different situations is that you are constantly building your knowledge base and skill set while keeping up with the latest cloud technologies and endpoint protection.  Our team is remote yet extremely collaborative and works together to utilize their different backgrounds and experience to solve these problems. 
In addition to the hands-on training, Schellman also promotes a continuous learning environment.  Team members are encouraged to attend at least one security conference and training event every year to stay on the cutting edge of the industry.
Responsibilities:
The primary responsibilities for this position will be leading network, application and mobile penetration testing, as well furthering team development and advancing the practice. Senior Penetration Testing Associates perform project execution and report preparation activities as the delivery lead on an engagement.
Requirements:
At least three years hands-on penetration testing experience
At least one year of web application penetration testing experience
Completion of the OSCP Certification
Demonstrated enthusiasm for Information Security (e.g. GitHub repo, blogs, presentations, conference talks, local security association member, participated in free skill-building / hacking challenges – SANS Holiday Hack, HackerOne CTF, HackTheBox.eu, etc.)
Degree in computer science or information technology
Competency in common operating systems (e.g. Windows, macOS, Linux)
Proficiency with at least two scripting languages (e.g. Python, Bash, JavaScript, PowerShell)
An understanding of cloud computing models, technologies and concepts
Knowledge of PCI and FedRAMP programs
A passion for identifying and exploiting vulnerabilities
Demonstrated entrepreneurial abilities, client focus, industry savvy, and the ability to work independently or as part of a collaborative team
Advanced written and verbal communication skills
Self-driven in a remote working environment, motivation to continuously improve your skillset
Schellman might not be as well-known, but we are well-liked.  We’ve been recognized in the industry as one of the top Best Small Firms to Work for by Consulting Magazine and Top 10 for Comp and Benefits on Glassdoor, but more importantly, our employees have great things to say about working here:  https://www.glassdoor.com/Reviews/Schellman-and-Company-Reviews-E666239.htm
We are open on location as this position is normally 85% remote.  Unfortunately, at this time, we cannot consider candidates that require sponsorship (now or in the future), or are located outside of the US.
Schellman &amp; Company, LLC. is an equal opportunity employer (EOE) and strongly supports diversity in the workplace.
",https://jobs.github.com/positions/a79831dd-8a25-4e8d-809a-d012895092aa,United States,a79831dd-8a25-4e8d-809a-d012895092aa,Full Time,Tue May 19 15:49:59 UTC 2020,"Feel free to apply through our careers link: https://www.schellman.com/careers?gh_jid=4639555002
Or by sending your resume to brandon.walker@schellman.com
",
Github Jobs,Mezmeriz Inc.,Full-stack developer,"Mezmeriz is a venture backed company located in Ithaca, NY that is creating novel end-to-end hardware and software solutions that assist architecture, engineering, construction teams, and VR/AR developers build their products smarter and faster. Our inexpensive and simple-to-use laser scan hardware captures high resolution, dimensionally accurate 3D images of indoor and outdoor spaces that can be instantly converted into 3D photorealistic CAD models, which can be edited, segmented, and annotated using our software suite.
Mezmeriz is seeking a full-stack software developer to work collaboratively with a cross-functional team that is responsible for the entire software development process.
Responsibilities:

Collaborate with the engineering team on projects with a focus on design, reliability, performance, and efficiency.
Develop full-stack software solutions by studying information needs; conferring with users; studying systems flow, data usage, and work processes; investigating problem areas; following the software development lifecycle. 
Troubleshoot and mitigate problems in mission-critical systems.

Skills:

Hands on experience with Web Applications and Web Services (REST, etc...)
Experience with programming languages such as HTML, CSS, JavaScript, TypeScript, and JQuery, Python, C++, C#
Understanding of databases (SQL and NoSQL)
Experience with Linux, Git, and the SDLC
Strong linear algebra and computer vision skills
Strong grasp of security principles and how they apply to web based applications
A track record of developing testable and maintainable code
Strong communication and presentation skills
Ability to work independently
Ability to learn new skills, programming languages, tools, development kits, frameworks, etc.
2+ years of experience preferred

Bonus Skills:
Familiarity with any of the following:

NumPy
SciPy
Angular
Nodejs
VTK
AWS

Benefits include:

Medical, dental and vision insurance
Competitive employee stock option plan
Paid holidays, vacation, and sick days based upon tenure
401k with employer match
Option to work remotely (with occasional on-site updates)

Mezmeriz is an Equal Opportunity Employer and values diversity. We do not discriminate on the basis of race, color, national origin, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity, or religion. We are committed to providing employees with a work environment free of discrimination and harassment. All your information will be kept confidential according to EEO guidelines.
",https://jobs.github.com/positions/6c2b9ea2-dd88-4eca-bdc8-6d4005ccd9c4,"Ithaca, NY",6c2b9ea2-dd88-4eca-bdc8-6d4005ccd9c4,Full Time,Tue May 19 14:21:49 UTC 2020,"Email your resume to apply@mezmeriz.com
",
Github Jobs,Prodigi Group,Senior C# Developer,"Senior C# Developer
Remote job
Job description
Prodigi Group is looking for a senior C# developer to join our fast growing team based in Cardiff and London. The position will be remote initially due to the global pandemic, with the option to be based out of either office in future or to stay remote if required. 
We are a technology and manufacturing business, specialising in the creation and fulfilment of high-volume, customised products. We were recently ranked 14th on the Sunday Times Fasttrack list of fastest growing UK companies.  
We help companies selling personalised products to simplify their supply-chains and maximise their profits. We’re creating a platform which allows anyone to turn any digital image into any physical product and have it manufactured anywhere in the world. We consider ourselves an infrastructure business using software to build a global fulfilment network for personalised products.
We're a fast growing tech startup, with a great work life balance and a real interest in helping you develop your career.
Your role
As a senior engineer you will be involved with all aspects of our platform development as well as leading new product development efforts, mentoring junior developers, defining best practices and standards.
Specific job functions include:

Working on the main Prodigi Print API, adding features, fixing bugs, integrating new manufacturing partners.
Designing, creating and documenting new microservices, defining the best approach and architecture.
Helping to design and build new products (we are currently working on building our global product portfolio, partnering with marketplaces and integrating our solution with various ecommerce platforms); and
Building bespoke ancillary services to support our development roadmap.

There's lots going on and plenty of interesting challenges to get involved with.
Our ideal candidate
Specific attributes we're looking for include:

Demonstrates excellent C# knowledge and coding experience. Comfortable building things from scratch.
Analytical mindset with great attention to details; ensuring code meets best possible quality standards and maximum performance.
Showing initiative - we’re a small company still, so we’ll expect you to take ownership of whatever you work on.
Wants to grow with us. As we continue to grow, you’ll be called on to take more responsibility, mentor others and lead teams.
Likes automation. We process and print over half a million items a month. We manage this by automating aggressively.

Experience that would be useful (though we’re open minded):

C# (Most new stuff on .net core 3.1, older stuff on framework 4.7.2).
Microservices (C#, hosted on Kubernetes).
Azure Devops.
Azure Cosmos DB, Entity framework, Swagger, Postman, Ngrok, NUnit, Azure Search, SQL Server, Azure Event Grid, Castle Windsor, Azure functions.
We use lots of other stuff too - but if you’re the right candidate, you’ll enjoy picking up any new tools or frameworks you don’t already know.

Our offer

Salary £50,000 - £60,000.
Spec your own development machine.
Great work-life balance - you will have 25 days holiday per year, your birthday off, flexible hours and flexible working location.
We believe in equal opportunity and value diversity. We believe that varied perspectives, experiences and backgrounds lead to a workplace that's better for everyone.

Interested?
You can apply for this job via the application form. 
Agency calls are not appreciated.
",https://jobs.github.com/positions/161bece6-1482-4718-9901-211d2f620758,Cardiff,161bece6-1482-4718-9901-211d2f620758,Full Time,Tue May 19 13:38:30 UTC 2020,"Click here to apply
",
Github Jobs,Enteractive Malta Limited,Software Developer (.Net),"Software Developer (.Net)
There’s been a lot of talks lately about automation and why customers leave. The challenges to really connect with people. This is the bridge that we are trying to gap.
As the pioneers behind the (Re)Activation Cloud®, we’re experts in personal contact which is reflected in our company culture. We believe that in addition to hiring the best talent, diversity in perspectives, ideas, and cultures leads to the creation of better products and services.
This is an exciting opportunity for a .net software developer to join an established B2B Supplier, working within a niche market.
You will be involved in all aspects of software development. Working to enhance our flagship product, “(Re)Activation Cloud®” you will have room to pitch ideas and drive the projects together with the team. You will be working with the latest technology to deliver high-quality software that is focused on high performance, scalability, and maintainability.
Why should you join our team?

You will be working in an agile environment where you have the opportunity to really make a difference
You will participate in brainstorming sessions and contribute ideas to the company’s technical architecture and business product
Regular team and company events
Opportunity to drive new projects
You will be creating some staggering features, improving code and practices

Requirements:

Minimum of 3 years’ experience within a similar role
Strong experience with .NET frameworks/.NET Core
Experience with C#, MVC, MS SQL &amp; Web API’s
Technology-driven mindset
Knowledge of VSTS, Dapper &amp; RabbitMQ are considered a benefit
Ability to work independently as well as in a team
Fluent in English

Benefits:

EUR 30,000-40,000
A range of company-wide benefits including breakfast and lunch daily
Flexible working hours
A challenging and fun environment, including Friday Socials
Regular team and company events

Enteractive is a fast-growing company and an all-round awesome place to be. We offer a great work-life balance, a flat working environment, and no dress-code. This position will provide a lot of opportunity for growth in a 100% self-motivating work environment.
",https://jobs.github.com/positions/c39ac52c-0839-494f-b864-66ea85ad0c6a,Malta-Gzira,c39ac52c-0839-494f-b864-66ea85ad0c6a,Full Time,Tue May 19 13:19:46 UTC 2020,"Send your most recently updated CV to michelle.bostrom@enteractive.se or apply directly on our career-site: https://enteractive.com/job/software-developer-vacancy/
",
Github Jobs,e-Potek SA,Full-stack Software Engineer (web-apps),"Description
e-Potek SA is combining its expertise in the finance industry with software, to create a best-in-class online mortgage platform for Switzerland and beyond.
Together we believe that applying for a home loan should be fast, simple, and transparent. The way to achieve this is by combining the best technology and design, with the smartest people we can find.
We are an ambitious company, planning to quickly scale up and be a leader in our field.
We are looking for an equally ambitious hacker with a focus on front-end engineering to join our growing team. As one of our first two engineers, you will take the lead on the front-end, make well justified decisions and write quality code.
We expect you to be proactive in your work, come up with new ideas and optimisations for the software that you own.
Your mission

Define (and build on) our front- and back-end architecture
Build reliable, performant, and delightful web-apps (in that order)
Integrate several data-feeds from 3rd parties and our own back-end
Ask questions, raise problems, provide solutions, build prototypes
Write scripts/tools to support our infrastructure
Document your work

Our tech-stack

Meteor / NodeJS on the backend
React, Material-UI on the frontend
Hosted on Google Cloud Platform with MongoDB
Git and GitHub for source-control
macOS preferred (beefy Macbook Pro provided)

Required

Fluent in French and English
Excellent understanding of ES 2017 JavaScript, and the modern tooling it requires
3+ years of experience with React and its ecosystem (or similar libraries, like Vue/Angular 2)
Experience writing unit tests for JavaScript and React
Some taste for good design
Attention to detail
A passion for making and prototyping things
Able to work with minimal supervision, self-starter
Adapt to changing requirements, and learn what is needed as we go to get the job done. Be able to figure things out on your own
Take responsibility for what you do: own your mistakes and celebrate your victories
Attention to detail

Bonus

BS or MS in Computer Science or equivalent
Experience with NodeJS or MeteorJS
Experience with integration and acceptance testing
Experience writing/contributing to OSS (strong GitHub profile a big +)
Demonstration of a passion for building products and writing software (side-projects, hackathons, etc.)
Familiar with one or more of these basic devOps tools: bash scripts, CI/CD, Linux &amp; automation
Comfortable with algebra, to help us improve our financial math toolbelt

We offer

The opportunity to join a dynamically growing company
A lot of responsibility and ownership
The chance to take on an ambitious challenge where you can make your ideas count
A work environment that values initiative, trust and a job well done
Competitive pay
A great office location in the heart of Geneva, 10mins from the train station

This is not a remote position, please only apply if you can work in Geneva full-time.
",https://jobs.github.com/positions/407ca74f-406c-4ced-b050-8d7d22fc5c74,Genève,407ca74f-406c-4ced-b050-8d7d22fc5c74,Full Time,Tue May 19 11:39:40 UTC 2020,"Please send your resume to florian+jobs@e-potek.ch, write your email in french to be considered.
",
Github Jobs,InnoGames GmbH,(Senior) Java Developer,"As a Java Software Developer, you will join our agile, cross-functional team to advance the development of our next-generation marketing tools and contribute with your knowledge of software architecture. Together as a team, we are proud to early adopt new features in advertising and always strive for innovations in products and technologies.
Your mission:

Work closely with our marketing department to shape and design various marketing tools and help us to use the social media budget more efficiently
Connect our software with external APIs to create automated marketing and reporting processes
Continuously improve our backend services with your knowledge of software craftsmanship and high-quality code
Contribute as a productive member of an agile development team in all phases of the development lifecycle

Your profile:

Degree in Computer Sciences, Business Information Systems or similar
Several years of professional experience in software development
Background in object-oriented programming in Java and openness for other programming paradigms
Software development with Spring, the UNIX command line is something you really enjoy and also feel comfortable to use SQL, GIT, and Continuous Delivery
Solid experience in using various methods in software design and automated testing to guarantee and improve code quality in compliance with the company standards
Interest in relevant business processes and the product you create
Excellent English language skills

Why join us?

Shape the success story of InnoGames with a great team of driven experts in an international culture
Competitive compensation and an atmosphere to empower creative thinking and strong results
Time for your personal and professional development and possibilities to join both internal and external events and conferences to gain expert knowledge in the relevant areas
Exceptional benefits ranging from flawless relocation support to company gym, smartphone or tablet of your own choice for personal use, roof terrace with BBQ and much more

Excited to start your journey with InnoGames and join our dynamic team as a Java Developer? We look forward to receiving your application as well as your salary expectations and earliest possible start date through our online application form. Cristal Ledesma would be happy to answer any questions you may have.
Apply and #stayhome! Due to the coronavirus outbreak, we switched our operations company-wide to home office and turned our hiring process into a fully virtual one. When hiring, we are also open for our new team members starting their work remotely at the time being or adjusting contract start dates accordingly. Stay home and safe!
InnoGames is Germany’s leading developer and publisher of mobile and online games. The company based in Hamburg is best known for Forge of Empires, Elvenar and Tribal Wars. InnoGames’ complete portfolio encompasses seven live games and several mobile titles in production.
Born as a hobby, InnoGames today has a team of 400 employees from more than 30 nations who share the passion of creating unique games that players across the globe enjoy for years. In order to further expand our success and to realize new projects, we are constantly looking for young talents, experienced professionals, and creative thinkers.
",https://jobs.github.com/positions/82ff3104-4094-474e-bf86-77613da1d566,Hamburg,82ff3104-4094-474e-bf86-77613da1d566,Full Time,Tue May 19 06:44:35 UTC 2020,"https://www.innogames.com/career/detail/job/-senior-java-developer/?s=GitHub
",
Github Jobs,Gorgias,Full-Stack Python Engineer,"Gorgias helps e-commerce companies deliver excellent customer service at scale.
Our product creates a unified profile of customers by combining emails, live-chat, and social-media messages with e-commerce data such as purchase and delivery info.
Combining all this data in a single application makes customer service more efficient and just better. Another fortunate side-effect is that some requests are completely automated using ML. 💬 + 📦 = ❤️
We've been around since 2015, and we're currently serving over 2700+ e-commerce businesses, including Steve Madden, Rothys, Timbuk2, and Fjällräven.
Is getting your hands dirty, in a real-world application that touches the lives of millions, your thing? Then yeah, Gorgias is for you.
👩‍💻 What are some of the things we work on?
The frontend is written in React and React Native with the state managed by Redux. The backend code is mostly written in Python3 and runs using Flask (REST API) and Celery for all background work. The state is stored in PostgreSQL and RabbitMQ with Redis for ephemeral storage, and finally, everything runs on Kubernetes.
Given the above, we usually work on one of these levels by improving the existing code, or we create a new feature which more often than not has a component on both frontend, backend, and maybe a migration in the database.
In short, we do full-stack development. Either way, it always good to have a good understanding of the entire stack to be effective.
🧙 Who are we at work?
We have a strong preference for people who worked with high-traffic web applications for the past 3+ years.  We're essentially running a distributed system that has lots of moving parts and having a decent amount of experience with this type of system helps a lot!
Additionally, our apps have over 10k daily active users with sessions longer than 6h+/day and serve tens of millions of consumers per year, so we put great importance on quality, testing, and code-review of all our code. Our apps have big codebases, and we have to feel comfortable about navigating and progressively improving them. Sometimes, however, we gotta get dirty and figure out why the 10Tb+ DB is slow or why some k8s pod is not running correctly, figure out how to successfully retry a failing API request, etc... The end goal is to hide a lot of complexity from the user and make their life easier.
If this is the type of environment you're looking for, then you should consider applying.
Note: this is a remote position, preferably for European countries due to time zone preference.
About You

3+ years of experience developing production-grade backend web applications using Python or JS.
3+ years of experience doing front-end development with JS.
You are passionate about learning and want to help us learn too.
You care about working on applications that are putting the customer needs first.
You are comfortable communicating with other technical teams and management to collect requirements, describe software product features, demo work in progress, and provide project updates.
You have the drive and focus to get challenging projects over the finish line, and you are comfortable advocating for what you need to do your best work.
You thrive in a fast-paced environment.

Nice to Have

Experience in designing API/microservices is a huge plus.
Experience with managing RDMS databases with 10Tb+ of data.
Company Benefits &amp; Perks
Competitive salary, equity packages, and performance bonus packages
4 weeks of vacation and parental leave
Latest MacBook Pro or equivalent
Retirement benefits
Unlimited snacks
Health coverage

Useful Things to Know About Gorgias

Raised our Series A in November: techcrunch.com/2019/11/26/gorgias-series-a
What our customers are saying: apps.shopify.com/helpdesk#reviews
Our software stack: stackshare.io/gorgias
Other positions: jobs.lever.co/gorgias

Engineering Team Culture
Getting Stuff Done, Ownership, Team Work, Excellence, and Agility.
You should join us if you want to ship stuff fast without scarifying quality. We've put great importance on testing our code, cleaning it, treating errors first, and features later.
We also value growth and ownership. People make mistakes. We learn from them to avoid them in the future. We cannot achieve excellence if there are no bumps in the road.
",https://jobs.github.com/positions/c3a02250-b246-4bac-98c9-f0d74c0ee2e9,Europe,c3a02250-b246-4bac-98c9-f0d74c0ee2e9,Full Time,Mon May 18 22:52:19 UTC 2020,"submit resume here for remote: https://jobs.lever.co/gorgias/b3ace40a-5c9a-4d04-8973-141a08c5f4a4
submit for paris office: https://jobs.lever.co/gorgias/4941e908-f866-4d79-8492-d76a206b7eae
submit for san francisco office: https://jobs.lever.co/gorgias/7593ae85-f5df-4384-93bf-0efa4ffa9f5e
",
